unique_id,id,url,sender,sender_type,sender_id,age,wat_is_uw_geslacht,prolificid,x,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,stimulus_1,stimulus_2,stimulus_3,stimulus_4,stimulus_5,total_correct,stim_1,stim_2,q_stim_1,q_stim_2,block,relation_1,stim_3_id,relation_2,stim_4_id,stim_5_id,relation_3,stim_6_id,stim_7_id,relation_4,stim_8_id,q_stim_1_id,q_rel,q_stim_2_id,correct_response,trial_num,q_word,stim_3,stim_4,response,response_action,correct_response_2,correct,stim_5,stim_6,stim_7,stim_8,q_stim_3,q_stim_4,q_stim_3_id,q_stim_4_id,stim_1_id,relation_1_verb,relation_1_place,relation_1_time,stim_2_id,relation_2_verb,relation_2_place,relation_2_time,switch_1,switch_2_stim_1_id,switch_2_verb,switch_2_stim_2_id,switch_2_and,switch_2_if,q_rel_place,q_rel_time,switch_2_stim_1,switch_2_stim_2,meta_relation_1,meta_stim_1_id,meta_relation_2,meta_stim_2_id,meta_stim_1,meta_stim_2
4bbee,280,NA,trial,canvas.Screen,1_2_3_0_0,NA,NA,NA,NA,response,18299.7380000477,52758.899999857,52753.797,52770.462,71070.2000000477,71072.5,2022-05-14T08:08:48.216Z,71084.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIX,VUS,KIB,BIX,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,yes,4,Is,VUS,KIB,yes,mousedown @yes,yes,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,280,NA,timer,html.Frame,1_2_3_0,NA,NA,NA,NA,NA,18303.038,52757.5999999046,52753.797,52770.462,71073.5,71073.7999999523,2022-05-14T08:08:48.218Z,71084.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JIP,VUQ,SUD,CUG,JOZ,4,LUP,NIK,LUP,NIK,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,yes,4,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,280,NA,iti,canvas.Screen,1_2_3_1,NA,NA,NA,NA,timeout,999.888000000006,71074.0999999046,71068.031,71084.701,72067.977,72068.5999999046,2022-05-14T08:08:49.212Z,72084.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NIK,LUP,NIK,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,yes,4,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,280,NA,trial_sequence,flow.Sequence,1_2_3,NA,NA,NA,NA,completion,19297.515,52756.2000000477,52753.797,52770.462,72067.977,72068.899999857,2022-05-14T08:08:49.213Z,72084.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NIK,LUP,NIK,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,yes,4,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,282,NA,trial,canvas.Screen,1_2_4_0_0,NA,NA,NA,NA,response,12865.7109999523,72071.7999999523,72067.977,72084.589,84950.2999999523,84951.0999999046,2022-05-14T08:09:02.095Z,84966.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JIP,VUQ,JIP,SUD,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,yes,5,Is,VUQ,SUD,yes,mousedown @yes,yes,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,282,NA,timer,html.Frame,1_2_4_0,NA,NA,NA,NA,NA,12867.0109999046,72070.5,72067.977,72084.589,84951.5999999046,84951.7000000477,2022-05-14T08:09:02.096Z,84966.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YEM,JOS,PUQ,LEP,VEY,5,LUP,NIK,LUP,NIK,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,yes,5,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,282,NA,iti,canvas.Screen,1_2_4_1,NA,NA,NA,NA,timeout,999.887999999992,84951.7999999523,84949.812,84966.311,85949.478,85949.899999857,2022-05-14T08:09:03.094Z,85966.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NIK,LUP,NIK,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,yes,5,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,282,NA,trial_sequence,flow.Sequence,1_2_4,NA,NA,NA,NA,completion,13864.889,72068.899999857,72067.977,72084.589,85949.478,85950.0999999046,2022-05-14T08:09:03.094Z,85966.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NIK,LUP,NIK,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,yes,5,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,284,NA,trial,canvas.Screen,1_2_5_0_0,NA,NA,NA,NA,response,24216.1009999523,85953.5999999046,85949.478,85966.199,110182.299999952,110183.200000048,2022-05-14T08:09:27.327Z,110196.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YEM,JOS,PUQ,YEM,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,no,6,Is,JOS,PUQ,no,mousedown @no,no,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,284,NA,timer,html.Frame,1_2_5_0,NA,NA,NA,NA,NA,24217.5010000477,85951.899999857,85949.478,85966.199,110183.700000048,110183.700000048,2022-05-14T08:09:27.328Z,110196.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAQ,BIY,CAC,"NAJ",QOH,6,LUP,NIK,LUP,NIK,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,no,6,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,284,NA,iti,canvas.Screen,1_2_5_1,NA,NA,NA,NA,timeout,999.864000000001,110183.799999952,110179.672,110196.346,111179.761,111180.200000048,2022-05-14T08:09:28.324Z,111196.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NIK,LUP,NIK,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,no,6,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,284,NA,trial_sequence,flow.Sequence,1_2_5,NA,NA,NA,NA,completion,25213.562,85950.0999999046,85949.478,85966.199,111179.761,111180.399999857,2022-05-14T08:09:28.324Z,111196.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NIK,LUP,NIK,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,no,6,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,285,NA,trial,canvas.Screen,1_2_6_0_0,NA,NA,NA,NA,response,15154.3899999046,111183.5,111179.761,111196.21,126350.599999905,126351.5,2022-05-14T08:09:43.495Z,126361.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAQ,BIY,KAQ,"NAJ",1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,1,hetzelfde als,4,no,7,Is,BIY,CAC,no,mousedown @no,no,TRUE,CAC,"NAJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,285,NA,timer,html.Frame,1_2_6_0,NA,NA,NA,NA,NA,15155.79,111182.099999905,111179.761,111196.21,126352,126352,2022-05-14T08:09:43.495Z,126361.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QOZ,KAH,XOQ,CEX,KEL,7,LUP,NIK,LUP,NIK,1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,1,hetzelfde als,4,no,7,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,285,NA,iti,canvas.Screen,1_2_6_1,NA,NA,NA,NA,timeout,999.861000000004,126352.099999905,126344.433,126361.011,127344.448,127345.399999857,2022-05-14T08:09:44.488Z,127360.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NIK,LUP,NIK,1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,1,hetzelfde als,4,no,7,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bbee,285,NA,trial_sequence,flow.Sequence,1_2_6,NA,NA,NA,NA,completion,16148.238,111180.5,111179.761,111196.21,127344.448,127345.599999905,2022-05-14T08:09:44.489Z,127360.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NIK,LUP,NIK,1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,1,hetzelfde als,4,no,7,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57132,260,list(),demographics,html.Page,0,65,f,debackerinne@hotmail.com,,form submission,12166.9000000954,1102.60000014305,1094.003,1110.5,13277.4000000954,13277.9000000954,2022-05-14T08:03:15.223Z,13304.946,20.2.4,https://www.drjamiecummins.com/md/rai-elaborated-nl/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36",Win32,nl-NL,nl,Europe/Amsterdam,-120,1536,864,1536,706,1536,754,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57132,262,NA,introduction_1,html.Page,1_0,NA,NA,NA,,form submission,3890.35400019073,13278.3000001907,13258.909,13304.946,17195.3000001907,17195.5,2022-05-14T08:03:19.140Z,17208.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57132,262,NA,introduction_2,html.Page,1_1,NA,NA,NA,,form submission,2055.078,17195.600000143,17191.697,17208.422,19263.5,19263.7000000477,2022-05-14T08:03:21.209Z,19408.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
