unique_id,id,url,sender,sender_type,sender_id,age,wat_is_uw_geslacht,prolificid,x,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,stimulus_1,stimulus_2,stimulus_3,stimulus_4,stimulus_5,total_correct,stim_1,stim_2,q_stim_1,q_stim_2,block,relation_1,stim_3_id,relation_2,stim_4_id,stim_5_id,relation_3,stim_6_id,stim_7_id,relation_4,stim_8_id,q_stim_1_id,q_rel,q_stim_2_id,correct_response,trial_num,q_word,stim_3,stim_4,response,response_action,correct_response_2,correct,stim_5,stim_6,stim_7,stim_8,q_stim_3,q_stim_4,q_stim_3_id,q_stim_4_id,stim_1_id,relation_1_verb,relation_1_place,relation_1_time,stim_2_id,relation_2_verb,relation_2_place,relation_2_time,switch_1,switch_2_stim_1_id,switch_2_verb,switch_2_stim_2_id,switch_2_and,switch_2_if,q_rel_place,q_rel_time,switch_2_stim_1,switch_2_stim_2,meta_relation_1,meta_stim_1_id,meta_relation_2,meta_stim_2_id,meta_stim_1,meta_stim_2
702b5,238,NA,trial_sequence,flow.Sequence,1_2_1,NA,NA,NA,NA,completion,1328,140080,140077,140099,141427,141428,2022-04-28T11:17:10.391Z,141444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is hetzelfde als,3,,,,,,,3,het tegenovergestelde van,1,no,2,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,trial,canvas.Screen,1_2_2_0_0,NA,NA,NA,NA,response,50,141435,141427,141444,141477,141473,2022-04-28T11:17:10.436Z,141494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KIV,NIK,KIV,FOT,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,no,3,Is,NIK,FOT,no,mousedown @no,no,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,timer,html.Frame,1_2_2_0,NA,NA,NA,NA,NA,34,141430,141427,141444,141478,141478,2022-04-28T11:17:10.441Z,141494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XAZ,YUB,YAQ,GON,YAL,2,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,no,3,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,iti,canvas.Screen,1_2_2_1,NA,NA,NA,NA,timeout,1000,141479,141487,141494,142478,142478,2022-04-28T11:17:11.441Z,142494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,no,3,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,trial_sequence,flow.Sequence,1_2_2,NA,NA,NA,NA,completion,1034,141428,141427,141444,142478,142481,2022-04-28T11:17:11.443Z,142494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,no,3,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,trial,canvas.Screen,1_2_3_0_0,NA,NA,NA,NA,response,164,142485,142478,142494,142642,142638,2022-04-28T11:17:11.601Z,142660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XAZ,YUB,YAQ,XAZ,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,yes,4,Is,YUB,YAQ,no,mousedown @no,yes,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,timer,html.Frame,1_2_3_0,NA,NA,NA,NA,NA,148,142482,142478,142494,142642,142642,2022-04-28T11:17:11.605Z,142660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XUD,MIY,HUW,LEP,RIH,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,yes,4,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,iti,canvas.Screen,1_2_3_1,NA,NA,NA,NA,timeout,1001,142642,142649,142660,143644,143647,2022-04-28T11:17:12.610Z,143661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,yes,4,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,trial_sequence,flow.Sequence,1_2_3,NA,NA,NA,NA,completion,1150,142481,142478,142494,143644,143648,2022-04-28T11:17:12.610Z,143661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,yes,4,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,trial,canvas.Screen,1_2_4_0_0,NA,NA,NA,NA,response,303,143653,143644,143661,143947,143944,2022-04-28T11:17:12.907Z,143961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XUD,MIY,XUD,HUW,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,yes,5,Is,MIY,HUW,no,mousedown @no,yes,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,timer,html.Frame,1_2_4_0,NA,NA,NA,NA,NA,285,143649,143644,143661,143946,143946,2022-04-28T11:17:12.909Z,143961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QOS,QIG,HIR,QEM,JEM,NA,LUP,NEX,LUP,NEX,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,yes,5,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,iti,canvas.Screen,1_2_4_1,NA,NA,NA,NA,timeout,1000,143946,143952,143961,144945,144947,2022-04-28T11:17:13.909Z,144961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,yes,5,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,trial_sequence,flow.Sequence,1_2_4,NA,NA,NA,NA,completion,1284,143648,143644,143661,144945,144947,2022-04-28T11:17:13.910Z,144961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,1,hetzelfde als,3,yes,5,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,trial,canvas.Screen,1_2_5_0_0,NA,NA,NA,NA,response,67,144952,144945,144961,145012,145009,2022-04-28T11:17:13.972Z,145028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QOS,QIG,HIR,QOS,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,no,6,Is,QIG,HIR,no,mousedown @no,no,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,timer,html.Frame,1_2_5_0,NA,NA,NA,NA,NA,50,144949,144945,144961,145011,145011,2022-04-28T11:17:13.973Z,145028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIF,XES,JOM,LAZ,YOL,3,LUP,NEX,LUP,NEX,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,no,6,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,iti,canvas.Screen,1_2_5_1,NA,NA,NA,NA,timeout,1000,145011,145017,145028,146010,146014,2022-04-28T11:17:14.976Z,146028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,no,6,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,238,NA,trial_sequence,flow.Sequence,1_2_5,NA,NA,NA,NA,completion,1049,144947,144945,144961,146010,146014,2022-04-28T11:17:14.977Z,146028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is het tegenovergestelde van,2,is het tegenovergestelde van,3,,,,,,,3,het tegenovergestelde van,1,no,6,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,239,NA,trial,canvas.Screen,1_2_6_0_0,NA,NA,NA,NA,response,6193,146021,146010,146028,152203,152200,2022-04-28T11:17:21.162Z,152245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIF,XES,MIF,LAZ,1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,1,hetzelfde als,4,no,7,Is,XES,JOM,no,mousedown @no,no,TRUE,JOM,LAZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,239,NA,timer,html.Frame,1_2_6_0,NA,NA,NA,NA,NA,6174,146016,146010,146028,152202,152202,2022-04-28T11:17:21.165Z,152245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAX",LUY,VEZ,YEG,SAJ,4,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,1,hetzelfde als,4,no,7,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,239,NA,iti,canvas.Screen,1_2_6_1,NA,NA,NA,NA,timeout,1000,152202,152227,152245,153228,153229,2022-04-28T11:17:22.191Z,153245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,1,hetzelfde als,4,no,7,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,239,NA,trial_sequence,flow.Sequence,1_2_6,NA,NA,NA,NA,completion,7200,146015,146010,146028,153228,153229,2022-04-28T11:17:22.192Z,153245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,1,hetzelfde als,4,no,7,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,239,NA,trial,canvas.Screen,1_2_7_0_0,NA,NA,NA,NA,response,864,153235,153228,153245,154092,154090,2022-04-28T11:17:23.052Z,154128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAX",LUY,YEG,"NAX",1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,4,het tegenovergestelde van,1,yes,8,Is,LUY,VEZ,no,mousedown @no,yes,FALSE,VEZ,YEG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,239,NA,timer,html.Frame,1_2_7_0,NA,NA,NA,NA,NA,847,153231,153228,153245,154092,154092,2022-04-28T11:17:23.054Z,154128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIR,CAS,YIC,KUY,JOZ,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,4,het tegenovergestelde van,1,yes,8,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,239,NA,iti,canvas.Screen,1_2_7_1,NA,NA,NA,NA,timeout,1000,154092,154111,154128,155112,155115,2022-04-28T11:17:24.077Z,155128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,4,het tegenovergestelde van,1,yes,8,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,239,NA,trial_sequence,flow.Sequence,1_2_7,NA,NA,NA,NA,completion,1867,153229,153228,153245,155112,155115,2022-04-28T11:17:24.078Z,155128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUP,NEX,LUP,NEX,1,is hetzelfde als,2,is het tegenovergestelde van,3,3,is hetzelfde als,4,,,,4,het tegenovergestelde van,1,yes,8,Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702b5,239,NA,trial,canvas.Screen,1_2_8_0_0,NA,NA,NA,NA,response,101,155120,155112,155128,155213,155210,2022-04-28T11:17:24.172Z,155228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIR,CAS,RIR,KUY,1,is het tegenovergestelde van,2,is hetzelfde als,3,3,is het tegenovergestelde van,4,,,,1,hetzelfde als,4,yes,9,Is,CAS,YIC,no,mousedown @no,yes,FALSE,YIC,KUY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
